,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
923,0 days 02:29:12.408000,SAI,55,0 days 00:01:37.490000,52.0,3.0,,,0 days 00:00:31.184000,0 days 00:00:42.381000,0 days 00:00:23.925000,0 days 02:28:06.109000,0 days 02:28:48.490000,0 days 02:29:12.415000,233.0,255.0,282.0,301.0,False,HARD,21.0,True,Ferrari,0 days 02:27:34.918000,2023-03-05 16:28:36.767,1,4.0,False,,False,True
924,0 days 02:30:50.068000,SAI,55,0 days 00:01:37.660000,53.0,3.0,,,0 days 00:00:31.248000,0 days 00:00:42.531000,0 days 00:00:23.881000,0 days 02:29:43.663000,0 days 02:30:26.194000,0 days 02:30:50.075000,234.0,252.0,283.0,302.0,False,HARD,22.0,True,Ferrari,0 days 02:29:12.408000,2023-03-05 16:30:14.257,1,4.0,False,,False,True
925,0 days 02:32:27.762000,SAI,55,0 days 00:01:37.694000,54.0,3.0,,,0 days 00:00:31.234000,0 days 00:00:42.543000,0 days 00:00:23.917000,0 days 02:31:21.309000,0 days 02:32:03.852000,0 days 02:32:27.769000,232.0,256.0,283.0,,False,HARD,23.0,True,Ferrari,0 days 02:30:50.068000,2023-03-05 16:31:51.917,1,4.0,False,,False,True
926,0 days 02:34:05.583000,SAI,55,0 days 00:01:37.821000,55.0,3.0,,,0 days 00:00:31.310000,0 days 00:00:42.638000,0 days 00:00:23.873000,0 days 02:32:59.079000,0 days 02:33:41.717000,0 days 02:34:05.590000,,254.0,282.0,301.0,False,HARD,24.0,True,Ferrari,0 days 02:32:27.762000,2023-03-05 16:33:29.611,1,4.0,False,,False,True
927,0 days 02:35:43.709000,SAI,55,0 days 00:01:38.126000,56.0,3.0,,,0 days 00:00:31.403000,0 days 00:00:42.736000,0 days 00:00:23.987000,0 days 02:34:36.993000,0 days 02:35:19.729000,0 days 02:35:43.716000,233.0,255.0,283.0,302.0,False,HARD,25.0,True,Ferrari,0 days 02:34:05.583000,2023-03-05 16:35:07.432,1,4.0,False,,False,True
928,0 days 02:37:21.730000,SAI,55,0 days 00:01:38.021000,57.0,3.0,,,0 days 00:00:31.244000,0 days 00:00:42.749000,0 days 00:00:24.028000,0 days 02:36:14.960000,0 days 02:36:57.709000,0 days 02:37:21.737000,,253.0,283.0,304.0,False,HARD,26.0,True,Ferrari,0 days 02:35:43.709000,2023-03-05 16:36:45.558,1,4.0,False,,False,True
929,0 days 01:04:19.604000,RUS,63,0 days 00:01:42.662000,1.0,1.0,,,,0 days 00:00:43.377000,0 days 00:00:24.168000,,0 days 01:03:55.494000,0 days 01:04:19.666000,231.0,244.0,286.0,259.0,False,SOFT,4.0,False,Mercedes,0 days 01:02:36.652000,2023-03-05 15:03:38.501,2,6.0,False,,False,False
930,0 days 01:05:59.194000,RUS,63,0 days 00:01:39.590000,2.0,1.0,,,0 days 00:00:31.709000,0 days 00:00:43.468000,0 days 00:00:24.413000,0 days 01:04:51.268000,0 days 01:05:34.736000,0 days 01:05:59.149000,214.0,239.0,283.0,306.0,True,SOFT,5.0,False,Mercedes,0 days 01:04:19.604000,2023-03-05 15:05:21.453,2,6.0,False,,False,True
931,0 days 01:07:38.287000,RUS,63,0 days 00:01:39.093000,3.0,1.0,,,0 days 00:00:31.218000,0 days 00:00:43.416000,0 days 00:00:24.459000,0 days 01:06:30.367000,0 days 01:07:13.783000,0 days 01:07:38.242000,219.0,245.0,287.0,310.0,True,SOFT,6.0,False,Mercedes,0 days 01:05:59.194000,2023-03-05 15:07:01.043,1,6.0,False,,False,True
932,0 days 01:09:17.548000,RUS,63,0 days 00:01:39.261000,4.0,1.0,,,0 days 00:00:31.267000,0 days 00:00:43.497000,0 days 00:00:24.497000,0 days 01:08:09.509000,0 days 01:08:53.006000,0 days 01:09:17.503000,222.0,247.0,287.0,321.0,False,SOFT,7.0,False,Mercedes,0 days 01:07:38.287000,2023-03-05 15:08:40.136,1,6.0,False,,False,True
933,0 days 01:10:57.097000,RUS,63,0 days 00:01:39.549000,5.0,1.0,,,0 days 00:00:31.367000,0 days 00:00:43.763000,0 days 00:00:24.419000,0 days 01:09:48.870000,0 days 01:10:32.633000,0 days 01:10:57.052000,227.0,243.0,286.0,314.0,False,SOFT,8.0,False,Mercedes,0 days 01:09:17.548000,2023-03-05 15:10:19.397,1,6.0,False,,False,True
934,0 days 01:12:36.590000,RUS,63,0 days 00:01:39.493000,6.0,1.0,,,0 days 00:00:31.196000,0 days 00:00:43.619000,0 days 00:00:24.678000,0 days 01:11:28.248000,0 days 01:12:11.867000,0 days 01:12:36.545000,228.0,255.0,289.0,323.0,False,SOFT,9.0,False,Mercedes,0 days 01:10:57.097000,2023-03-05 15:11:58.946,1,6.0,False,,False,True
935,0 days 01:14:16.646000,RUS,63,0 days 00:01:40.056000,7.0,1.0,,,0 days 00:00:31.589000,0 days 00:00:43.827000,0 days 00:00:24.640000,0 days 01:13:08.134000,0 days 01:13:51.961000,0 days 01:14:16.601000,223.0,250.0,286.0,319.0,False,SOFT,10.0,False,Mercedes,0 days 01:12:36.590000,2023-03-05 15:13:38.439,1,6.0,False,,False,True
936,0 days 01:15:56.956000,RUS,63,0 days 00:01:40.310000,8.0,1.0,,,0 days 00:00:31.522000,0 days 00:00:44.119000,0 days 00:00:24.669000,0 days 01:14:48.123000,0 days 01:15:32.242000,0 days 01:15:56.911000,227.0,249.0,282.0,312.0,False,SOFT,11.0,False,Mercedes,0 days 01:14:16.646000,2023-03-05 15:15:18.495,1,6.0,False,,False,True
937,0 days 01:17:37.376000,RUS,63,0 days 00:01:40.420000,9.0,1.0,,,0 days 00:00:31.652000,0 days 00:00:44.022000,0 days 00:00:24.746000,0 days 01:16:28.563000,0 days 01:17:12.585000,0 days 01:17:37.331000,228.0,254.0,282.0,306.0,False,SOFT,12.0,False,Mercedes,0 days 01:15:56.956000,2023-03-05 15:16:58.805,1,6.0,False,,False,True
938,0 days 01:19:17.908000,RUS,63,0 days 00:01:40.532000,10.0,1.0,,,0 days 00:00:31.699000,0 days 00:00:44.074000,0 days 00:00:24.759000,0 days 01:18:09.030000,0 days 01:18:53.104000,0 days 01:19:17.863000,229.0,256.0,284.0,,False,SOFT,13.0,False,Mercedes,0 days 01:17:37.376000,2023-03-05 15:18:39.225,1,6.0,False,,False,True
939,0 days 01:20:58.993000,RUS,63,0 days 00:01:41.085000,11.0,1.0,,,0 days 00:00:31.772000,0 days 00:00:44.520000,0 days 00:00:24.793000,0 days 01:19:49.635000,0 days 01:20:34.155000,0 days 01:20:58.948000,224.0,251.0,280.0,311.0,False,SOFT,14.0,False,Mercedes,0 days 01:19:17.908000,2023-03-05 15:20:19.757,1,6.0,False,,False,True
940,0 days 01:22:40.105000,RUS,63,0 days 00:01:41.112000,12.0,1.0,,,0 days 00:00:32.023000,0 days 00:00:44.122000,0 days 00:00:24.967000,0 days 01:21:30.971000,0 days 01:22:15.093000,0 days 01:22:40.060000,223.0,251.0,281.0,308.0,False,SOFT,15.0,False,Mercedes,0 days 01:20:58.993000,2023-03-05 15:22:00.842,1,5.0,False,,False,True
941,0 days 01:24:24.796000,RUS,63,0 days 00:01:44.691000,13.0,1.0,,0 days 01:24:23.066000,0 days 00:00:32.276000,0 days 00:00:44.910000,0 days 00:00:27.505000,0 days 01:23:12.336000,0 days 01:23:57.246000,0 days 01:24:24.751000,232.0,253.0,,303.0,False,SOFT,16.0,False,Mercedes,0 days 01:22:40.105000,2023-03-05 15:23:41.954,1,7.0,False,,False,False
942,0 days 01:26:26.065000,RUS,63,0 days 00:02:01.269000,14.0,2.0,0 days 01:24:50.050000,,0 days 00:00:54.862000,0 days 00:00:42.554000,0 days 00:00:23.853000,0 days 01:25:19.613000,0 days 01:26:02.167000,0 days 01:26:26.020000,228.0,256.0,288.0,214.0,False,HARD,1.0,True,Mercedes,0 days 01:24:24.796000,2023-03-05 15:25:26.645,1,10.0,False,,False,False
